"id"	"type_id"	"mat_id"	"radius"	"name"	"kolvo_sklad"	"norma"	"zakaz"	"group_id"	"shag"	"gabarit"	"width"	"diam"	"geometry"
"760"				"NOR-JF4R2088100 GEEFUN"									
"761"				"NOR-JF4R25650 GEEFUN"									
"762"				"NOR-JF4R30650 GEEFUN"									
"763"				"NOR-JF4R40860 GEEFUN"									
"764"				"NOR-JF4R51075 GEEFUN"									
"765"				"NOR-JF4R61275 GEEFUN"									
"766"				"NOR-JF4R816100 GEEFUN"									
"767"				"NOR-JFR2012100 GEEFUN "									
"768"				"GDR-JF3W0010 GEEFUN"									
"210"	"52"	"30"	"0"	"YX M6*1 T2809"				"72"	"1"		"Стандартный"	"М6"	
"723"	"57"	"27"		"NOR-JF4F025450 GEEFUN"				"108"		"50"	"20"	"2,5"	
